"","lnL0","lnL1A","lnL1B","lnL1C","our_LRT","our_results.qvals.bh.pvalues","our_results.qvals.bh.qvalues"
"knownGene.uc001ksg.1.1.inc",-3568.594,-3563.913,-3563.913,-3563.913,9.36200000000008,0.00110765143325913,0.172006204242256
"knownGene.uc001ksn.1.1.inc",-3307.506,-3306.266,-3306.266,-3306.266,2.47999999999956,0.0576511264100976,0.735191156682285
"knownGene.uc001ktl.1.1",-3895.604,-3895.56,-3895.56,-3895.56,0.0879999999997381,0.383367653477089,1
"knownGene.uc001ktw.1.1.inc",-3360.479,-3360.479,-3360.479,-3360.479,0,1,1
"knownGene.uc001kur.1.1",-3571.105,-3567.675,-3567.675,-3567.675,6.85999999999967,0.00440732745210746,0.263336153393409
"knownGene.uc001kvc.1.1.inc",-1859.797,-1875.519,-1875.519,-1875.519,0,1,1
"knownGene.uc001kvi.1.1.inc",-1175.955,-1175.955,-1175.955,-1175.955,0,1,1
"knownGene.uc001kwi.1.1",-691.099,-694.034,-694.034,-694.034,0,1,1
"knownGene.uc001kwj.1.1.inc",-2534.841,-2540.923,-2540.923,-2540.923,0,1,1
"knownGene.uc001kxc.1.1.inc",-1152.996,-1152.727,-1152.727,-1152.727,0.538000000000011,0.231631387588991,1
"knownGene.uc001lbl.1.1.inc",-5174.86,-5170.594,-5170.594,-5170.594,8.53199999999924,0.00174478015344883,0.192781236980881
"knownGene.uc001ldc.1.1.inc",-2975.371,-2977.235,-2977.235,-2976.92,0,1,1
"knownGene.uc001ldz.1.1",-2304.972,-2301.524,-2301.524,-2301.524,6.89600000000064,0.00431944124915964,0.259872798675856
"knownGene.uc001lel.1.1",-4560.921,-4560.921,-4560.921,-4560.921,0,1,1
"knownGene.uc001lfd.1.1",-4583.25,-4583.25,-4583.25,-4583.25,0,1,1
"knownGene.uc001lfo.1.1.inc",-2005.884,-2005.533,-2005.884,-2005.533,0.702000000000226,0.201056240115102,1
"knownGene.uc001lft.1.1",-1642.199,-1642.138,-1642.138,-1642.138,0.122000000000298,0.363437685253918,1
"knownGene.uc001lgx.1.1",-3113.056,-3113.056,-3113.056,-3113.056,0,1,1
"knownGene.uc001lia.1.1.inc",-770.662,-770.662,-770.662,-770.662,0,1,1
"knownGene.uc001lik.1.1.inc",-1435.847,-1435.735,-1435.735,-1435.735,0.22400000000016,0.318004437980376,1
"knownGene.uc001liq.1.1.inc",-6448.938,-6448.938,-6448.938,-6448.938,0,1,1
"knownGene.uc001lji.1.1",-2404.714,-2404.714,-2404.714,-2404.714,0,1,1
"knownGene.uc001lmt.1.1.inc",-946.01,-946.01,-946.01,-946.01,0,1,1
"knownGene.uc001loe.1.1",-780.826,-780.826,-780.826,-780.826,0,1,1
"knownGene.uc001log.1.1",-3930.752,-3930.751,-3930.751,-3930.751,0.00199999999949796,0.482164704137397,1
"knownGene.uc001lqd.1.1.inc",-2094.092,-2094.079,-2094.079,-2094.079,0.0259999999998399,0.435950158938505,1
"knownGene.uc001lqf.1.1.inc",-1503.445,-1503.415,-1503.415,-1503.415,0.0599999999999454,0.403247970253713,1
"knownGene.uc001lwb.1.1.inc",-1641.623,-1641.613,-1641.613,-1641.613,0.0199999999999818,0.443768541990883,1
"knownGene.uc001lxj.1.1",-2691.517,-2691.517,-2691.517,-2691.517,0,1,1
"knownGene.uc001lym.1.1",-1440.481,-1440.481,-1440.481,-1440.481,0,1,1
"knownGene.uc001lzo.1.1.inc",-2174.342,-2174.342,-2174.342,-2174.342,0,1,1
"knownGene.uc001lzp.1.1.inc",-2198.295,-2198.121,-2198.121,-2198.121,0.347999999999956,0.27762373540252,1
"knownGene.uc001lzr.1.1",-2386.056,-2386.056,-2386.056,-2386.056,0,1,1
"knownGene.uc001mag.1.1",-671.402,-671.307,-671.307,-671.307,0.190000000000055,0.331458308758031,1
"knownGene.uc001mat.1.1.inc",-1989.273,-1986.166,-1986.166,-1986.166,6.21399999999994,0.00633719623042386,0.296856055499182
"knownGene.uc001mbs.1.1.inc",-1196.032,-1202.833,-1205.749,-1202.833,0,1,1
"knownGene.uc001mcc.1.1.inc",-2209.074,-2208.97,-2208.969,-2208.97,0.210000000000036,0.32338370200272,1
"knownGene.uc001mch.1.1.inc",-1947.061,-1947.061,-1950.174,-1947.061,0,1,1
"knownGene.uc001mci.1.1",-2382.552,-2380.938,-2380.95,-2380.938,3.22800000000007,0.0361945224947709,0.593888168413341
"knownGene.uc001mcn.1.1.inc",-2303.59,-2310.366,-2310.367,-2310.366,0,1,1
"knownGene.uc001mdg.1.1.inc",-3021.318,-3021.318,-3038.706,-3021.318,0,1,1
"knownGene.uc001mdj.1.1",-753.127,-753.127,-755.902,-753.127,0,1,1
"knownGene.uc001mdq.1.1.inc",-2051.308,-2051.308,-2053.465,-2051.308,0,1,1
"knownGene.uc001mds.1.1.inc",-4437.775,-4437.775,-4436.199,-4437.775,3.15200000000004,0.037916981278191,0.604523071511959
"knownGene.uc001mdv.1.1.inc",-2567.9,-2567.391,-2567.391,-2567.391,1.01800000000003,0.156496942472881,1
"knownGene.uc001meb.1.1.inc",-4546.982,-4546.972,-4546.972,-4546.972,0.0200000000004366,0.443768541990248,1
"knownGene.uc001mev.1.1",-2430.4,-2430.356,-2430.356,-2430.356,0.0879999999997381,0.383367653477089,1
"knownGene.uc001mhi.1.1",-6844.441,-6844.441,-6844.441,-6844.441,0,1,1
"knownGene.uc001mid.1.1",-3227.903,-3227.903,-3227.903,-3227.903,0,1,1
"knownGene.uc001mjb.1.1.inc",-2899.086,-2899.086,-2899.055,-2899.055,0.0619999999998981,0.401681167346118,1
"knownGene.uc001mjt.1.1.inc",-1783.815,-1783.815,-1783.815,-1783.815,0,1,1
"knownGene.uc001mkd.1.1.inc",-4607.8,-4607.8,-4607.8,-4607.8,0,1,1
"knownGene.uc001mkr.1.1",-3859.959,-3858.815,-3859.959,-3859.959,2.28799999999956,0.065188914712233,0.762447338095377
"knownGene.uc001mlc.1.1.inc",-1534.224,-1534.065,-1533.674,-1533.674,1.09999999999991,0.147133052152491,1
"knownGene.uc001mmi.1.1.inc",-776.167,-779.419,-776.167,-776.167,0,1,1
"knownGene.uc001mmm.1.1.inc",-1224.802,-1228.673,-1224.802,-1224.802,0,1,1
"knownGene.uc001mmr.1.1",-3314.076,-3321.829,-3314.076,-3314.076,0,1,1
"knownGene.uc001mmv.1.1.inc",-1613.977,-1617.306,-1613.977,-1613.977,0,1,1
"knownGene.uc001mnl.1.1",-377.449,-377.449,-377.449,-377.449,0,1,1
"knownGene.uc001moj.1.1",-1420.7,-1428.307,-1420.7,-1420.7,0,1,1
"knownGene.uc001mps.1.1",-9868.166,-9868.166,-9868.166,-9868.166,0,1,1
"knownGene.uc001mqc.1.1",-3021.314,-3024.344,-3021.261,-3021.261,0.105999999999767,0.372372430586173,1
"knownGene.uc001msh.1.1",-3408.362,-3408.362,-3408.362,-3408.362,0,1,1
"knownGene.uc001mtk.1.1",-954.827,-954.827,-954.827,-954.827,0,1,1
"knownGene.uc001mvj.1.1",-3422.075,-3422.075,-3422.075,-3422.075,0,1,1
"knownGene.uc001mvz.1.1.inc",-1376.511,-1376.709,-1376.709,-1376.709,0,1,1
"knownGene.uc001mww.1.1",-1478.008,-1477.59,-1477.59,-1477.59,0.83600000000024,0.180271642214912,1
"knownGene.uc001mxp.1.1.inc",-651.126,-651.126,-651.126,-651.126,0,1,1
"knownGene.uc001myp.1.1",-2051.125,-2051.125,-2051.125,-2051.125,0,1,1
"knownGene.uc001nby.1.1.inc",-2528.251,-2528.251,-2528.251,-2528.251,0,1,1
"knownGene.uc001ncc.1.1",-3898.088,-3898.088,-3898.088,-3898.088,0,1,1
"knownGene.uc001ncf.1.1.inc",-2740.784,-2740.784,-2740.784,-2740.784,0,1,1
"knownGene.uc001ncx.1.1",-7274.746,-7274.746,-7274.746,-7274.746,0,1,1
"knownGene.uc001nda.1.1",-3519.914,-3519.914,-3519.914,-3519.914,0,1,1
"knownGene.uc001ndu.1.1",-2508.912,-2508.912,-2508.912,-2508.912,0,1,1
"knownGene.uc001nfs.1.1.inc",-1049.54,-1049.54,-1049.54,-1049.54,0,1,1
"knownGene.uc001nfz.1.1",-3190.929,-3190.929,-3190.929,-3190.929,0,1,1
"knownGene.uc001ngj.1.1",-6567.357,-6567.357,-6567.357,-6567.357,0,1,1
"knownGene.uc001nhv.1.1",-2422.736,-2422.736,-2422.736,-2422.736,0,1,1
"knownGene.uc001nic.1.1",-2488.283,-2488.283,-2488.283,-2488.283,0,1,1
"knownGene.uc001nif.1.1.inc",-2112.461,-2110.986,-2110.986,-2110.986,2.94999999999982,0.0429387790297409,0.639801184109816
"knownGene.uc001nil.1.1",-3063.397,-3063.397,-3063.397,-3063.397,0,1,1
"knownGene.uc001nir.1.1.inc",-2050.216,-2051.223,-2051.223,-2050.2,0.0320000000001528,0.429013828493593,1
"knownGene.uc001niu.1.1.inc",-1734.712,-1734.712,-1734.712,-1734.712,0,1,1
"knownGene.uc001niv.1.1.inc",-1727.079,-1737.088,-1725.037,-1725.037,4.08399999999983,0.0216455304447232,0.495350525490377
"knownGene.uc001niy.1.1.inc",-2335.642,-2335.642,-2334.933,-2335.642,1.41799999999967,0.116866436963385,0.941603625514131
"knownGene.uc001njp.1.1.inc",-2016.468,-2015.983,-2015.983,-2015.983,0.970000000000255,0.16234008944918,1
"knownGene.uc001nla.1.1",-1655.646,-1655.646,-1655.646,-1655.646,0,1,1
"knownGene.uc001nmc.1.1",-5897.075,-5897.075,-5897.075,-5897.075,0,1,1
"knownGene.uc001nmv.1.1",-2400.101,-2400.101,-2400.101,-2400.101,0,1,1
"knownGene.uc001nnr.1.1",-3394.312,-3394.044,-3394.044,-3394.044,0.536000000000058,0.232047600097801,1
"knownGene.uc001nny.1.1.inc",-1917.364,-1917.364,-1917.364,-1917.364,0,1,1
"knownGene.uc001noe.1.1",-4519.806,-4519.806,-4519.806,-4519.806,0,1,1
"knownGene.uc001nqb.1.1",-744.454,-744.263,-744.263,-744.263,0.381999999999834,0.268267404542312,1
"knownGene.uc001nrd.1.1.inc",-2176.98,-2176.98,-2176.98,-2201.738,0,1,1
"knownGene.uc001ntt.1.1.inc",-3996.192,-4027.544,-3996.254,-3996.254,0,1,1
"knownGene.uc001nui.1.1",-877.34,-876.136,-876.136,-876.136,2.40800000000013,0.0603582527988261,0.741182948984192
"knownGene.uc001nul.1.1",-2030.876,-2030.876,-2030.876,-2030.876,0,1,1
"knownGene.uc001nxb.1.1",-2487.941,-2487.384,-2487.384,-2487.384,1.11399999999958,0.145607043630225,1
"knownGene.uc001nzb.1.1",-8688.562,-8688.148,-8688.148,-8688.148,0.828000000001339,0.181425744045219,1
"knownGene.uc001nze.1.1.inc",-1258.524,-1258.524,-1258.524,-1258.524,0,1,1
"knownGene.uc001nzr.1.1",-2564.515,-2564.515,-2564.515,-2564.515,0,1,1
"knownGene.uc001oaa.1.1.inc",-4459.395,-4459.395,-4459.395,-4458.365,2.06000000000131,0.0756050852059823,0.805387800757714
"knownGene.uc001oan.1.1",-3947.396,-3947.396,-3947.396,-3957.258,0,1,1
"knownGene.uc001oao.1.1",-1933.637,-1933.637,-1933.637,-1933.637,0,1,1
"knownGene.uc001oef.1.1",-2073.097,-2073.097,-2073.097,-2073.097,0,1,1
"knownGene.uc001oel.1.1",-1259.178,-1259.178,-1259.178,-1266.308,0,1,1
"knownGene.uc001oey.1.1.inc",-4552.43,-4552.43,-4552.43,-4552.43,0,1,1
"knownGene.uc001ofe.1.1.inc",-1973.244,-1973.244,-1973.244,-1973.244,0,1,1
"knownGene.uc001ofx.1.1",-797.587,-797.587,-797.587,-800.88,0,1,1
"knownGene.uc001ohj.1.1",-927.432,-927.432,-927.432,-931.501,0,1,1
"knownGene.uc001oid.1.1",-3003.779,-3003.779,-3003.779,-3003.779,0,1,1
"knownGene.uc001ojm.1.1",-1032.361,-1032.361,-1032.361,-1037.291,0,1,1
"knownGene.uc001ojs.1.1.inc",-2656.986,-2656.986,-2656.986,-2656.986,0,1,1
"knownGene.uc001oki.1.1.inc",-1581.351,-1581.351,-1581.351,-1591.529,0,1,1
"knownGene.uc001olw.1.1",-3554.747,-3554.747,-3554.747,-3569.605,0,1,1
"knownGene.uc001onn.1.1",-5430.222,-5430.222,-5430.222,-5456.062,0,1,1
"knownGene.uc001ooa.1.1",-2311.767,-2310.128,-2310.128,-2310.115,3.30400000000009,0.0345556990665771,0.583708089734856
"knownGene.uc001opj.1.1.inc",-5292.689,-5292.356,-5292.383,-5292.383,0.666000000001077,0.207224837435248,1
"knownGene.uc001opx.1.1",-1744.334,-1744.259,-1744.259,-1744.259,0.150000000000091,0.349267679151626,1
"knownGene.uc001oqc.1.1.inc",-1538.845,-1538.845,-1538.845,-1538.845,0,1,1
"knownGene.uc001oqi.1.1.inc",-794.456,-795.381,-795.381,-795.381,0,1,1
"knownGene.uc001orv.1.1",-644.412,-644.412,-644.412,-644.412,0,1,1
"knownGene.uc001osi.1.1.inc",-1557.801,-1567.986,-1558.12,-1557.801,0,1,1
"knownGene.uc001otz.1.1",-1288.597,-1288.597,-1288.597,-1288.597,0,1,1
"knownGene.uc001ovi.1.1.inc",-2600.12,-2600.12,-2600.088,-2599.83,0.579999999999927,0.223156160465986,1
"knownGene.uc001ovl.1.1",-5178.447,-5178.447,-5178.446,-5178.389,0.115999999999985,0.366706984909802,1
"knownGene.uc001ovq.1.1.inc",-4228.995,-4227.777,-4227.777,-4227.777,2.43599999999969,0.0592891272600457,0.739379060544448
"knownGene.uc001owx.1.1",-2694.064,-2690.981,-2690.981,-2690.981,6.16599999999926,0.0065114367543663,0.299043248541218
"knownGene.uc001oxo.1.1",-2497.52,-2497.524,-2497.524,-2497.524,0,1,1
"knownGene.uc001oxz.1.1",-1117.274,-1117.274,-1117.274,-1117.274,0,1,1
"knownGene.uc001oya.1.1",-1529.211,-1529.211,-1529.211,-1529.211,0,1,1
"knownGene.uc001oyd.1.1.inc",-2590.868,-2589.766,-2589.766,-2589.766,2.20399999999972,0.0688265663766751,0.77732577799206
"knownGene.uc001oyi.1.1.inc",-2336.017,-2362.267,-2362.267,-2362.267,0,1,1
"knownGene.uc001oyl.1.1",-1253.896,-1258.328,-1258.328,-1258.328,0,1,1
"knownGene.uc001oyu.1.1.inc",-2496.714,-2509.708,-2509.708,-2509.708,0,1,1
"knownGene.uc001oyw.1.1.inc",-1759.257,-1755.355,-1755.355,-1755.355,7.80400000000009,0.00260653535794018,0.213112113111588
"knownGene.uc001ozl.1.1",-12317.03,-12317.03,-12317.03,-12317.03,0,1,1
"knownGene.uc001ozm.1.1.inc",-2846.881,-2846.881,-2846.881,-2846.881,0,1,1
"knownGene.uc001pab.1.1",-3971.451,-3970.722,-3970.722,-3970.722,1.45799999999963,0.113624304956546,0.9337887467477
"knownGene.uc001pak.1.1",-5802.097,-5801.406,-5801.406,-5801.406,1.38199999999961,0.119880384089647,0.94618461567786
"knownGene.uc001pbh.1.1",-3734.701,-3734.701,-3735.302,-3735.302,0,1,1
"knownGene.uc001pbx.1.1",-4897.906,-4895.443,-4895.443,-4895.443,4.92599999999948,0.0132277434138364,0.417612519791284
"knownGene.uc001pcl.1.1.inc",-2032.545,-2029.274,-2029.274,-2029.274,6.54200000000037,0.00526784191471728,0.276608214491791
"knownGene.uc001pde.1.1.inc",-2088.578,-2103.088,-2103.088,-2103.088,0,1,1
"knownGene.uc001pdi.1.1",-7296.966,-7295.748,-7295.748,-7295.748,2.43600000000151,0.0592891272599771,0.739379060544448
"knownGene.uc001peh.1.1",-2397.657,-2404.161,-2404.16,-2404.161,0,1,1
"knownGene.uc001pep.1.1",-3461.065,-3467.999,-3467.999,-3467.999,0,1,1
"knownGene.uc001pfz.1.1",-5829.096,-5849.286,-5849.285,-5849.286,0,1,1
"knownGene.uc001pgc.1.1.inc",-684.765,-684.765,-684.765,-684.765,0,1,1
"knownGene.uc001pgg.1.1.inc",-1569.44,-1569.402,-1569.402,-1569.44,0.0760000000000218,0.39139655465201,1
"knownGene.uc001pgw.1.1",-2277.689,-2279.23,-2279.23,-2277.689,0,1,1
"knownGene.uc001phu.1.1.inc",-1368.333,-1372.781,-1372.781,-1372.781,0,1,1
"knownGene.uc001piv.1.1.inc",-1205.275,-1205.275,-1205.275,-1205.275,0,1,1
"knownGene.uc001pjd.1.1",-1100.106,-1100.107,-1100.107,-1100.107,0,1,1
"knownGene.uc001pkd.1.1",-967.894,-968.859,-968.857,-968.857,0,1,1
"knownGene.uc001pkr.1.1",-6322.673,-6322.673,-6322.673,-6323.1,0,1,1
"knownGene.uc001plf.1.1",-1464.99,-1462.571,-1462.571,-1463.776,4.83800000000019,0.0139195820607649,0.427769126484214
"knownGene.uc001pli.1.1.inc",-1505.143,-1504.68,-1504.67,-1504.469,1.34799999999996,0.122814032007571,0.956327423866332
"knownGene.uc001pln.1.1",-1648.679,-1644.211,-1644.211,-1644.211,8.93600000000015,0.00139802174604214,0.185742722536654
"knownGene.uc001pmc.1.1",-5394.923,-5394.923,-5394.923,-5394.923,0,1,1
"knownGene.uc001pme.1.1.inc",-1325.954,-1325.954,-1325.954,-1325.954,0,1,1
"knownGene.uc001pmn.1.1",-2672.724,-2672.026,-2672.026,-2672.026,1.39600000000064,0.118697225373385,0.943071144453933
"knownGene.uc001pne.1.1.inc",-2243.85,-2243.437,-2243.437,-2243.437,0.826000000000022,0.181715863387552,1
"knownGene.uc001pno.1.1",-1569.109,-1568.79,-1568.79,-1568.79,0.63799999999992,0.212217977675762,1
"knownGene.uc001pod.1.1.inc",-1219.599,-1219.599,-1219.599,-1219.599,0,1,1
"knownGene.uc001pog.1.1.inc",-4385.181,-4385.181,-4385.181,-4385.181,0,1,1
"knownGene.uc001poo.1.1.inc",-2790.756,-2790.756,-2790.756,-2790.756,0,1,1
"knownGene.uc001ppj.1.1",-2654.927,-2654.927,-2654.927,-2654.927,0,1,1
"knownGene.uc001ppq.1.1",-2939.098,-2939.098,-2939.098,-2939.098,0,1,1
"knownGene.uc001ppz.1.1",-7141.754,-7140.496,-7141.786,-7140.496,2.51599999999962,0.0563480618840573,0.7284129188958
"knownGene.uc001pqg.1.1.inc",-4389.209,-4402.774,-4402.773,-4402.774,0,1,1
"knownGene.uc001pqv.1.1",-1574.16,-1574.46,-1574.46,-1574.46,0,1,1
"knownGene.uc001pre.1.1.inc",-755.777,-755.023,-755.023,-755.023,1.50800000000004,0.109722261220504,0.920201503106039
"knownGene.uc001pri.1.1",-2185.8,-2194.471,-2194.471,-2194.471,0,1,1
"knownGene.uc001psw.1.1",-6333.901,-6333.901,-6338.198,-6333.901,0,1,1
"knownGene.uc001ptb.1.1.inc",-20271.641,-20358.411,-20358.403,-20358.424,0,1,1
"knownGene.uc001ptm.1.1.inc",-1667.989,-1680.717,-1667.989,-1680.718,0,1,1
"knownGene.uc001pub.1.1",-2599.936,-2600.105,-2599.936,-2600.105,0,1,1
"knownGene.uc001puk.1.1.inc",-734.969,-735.449,-734.969,-735.449,0,1,1
"knownGene.uc001puq.1.1",-1725.882,-1732.74,-1725.882,-1732.741,0,1,1
"knownGene.uc001puw.1.1.inc",-3520.821,-3540.988,-3520.821,-3540.989,0,1,1
"knownGene.uc001puy.1.1.inc",-4654.466,-4709.343,-4654.466,-4709.344,0,1,1
"knownGene.uc001pvr.1.1.inc",-1620.768,-1628.898,-1620.768,-1628.899,0,1,1
"knownGene.uc001pvz.1.1",-3831.778,-3830.942,-3830.942,-3830.942,1.67199999999957,0.0979954324909511,0.890982826525555
"knownGene.uc001pwm.1.1",-4238.583,-4238.882,-4238.454,-4238.454,0.257999999999811,0.305748761434054,1
"knownGene.uc001pwy.1.1",-886.006,-887.289,-886.006,-886.006,0,1,1
"knownGene.uc001pxe.1.1.inc",-1110.965,-1110.965,-1110.965,-1110.966,0,1,1
"knownGene.uc001pxh.1.1",-1694.904,-1694.897,-1694.897,-1694.897,0.0140000000001237,0.452906423363665,1
"knownGene.uc001pyu.1.1.inc",-612.683,-612.683,-612.683,-612.683,0,1,1
"knownGene.uc001pzg.1.1",-2551.501,-2551.501,-2550.432,-2550.432,2.13800000000083,0.0718445566701584,0.795445635541148
"knownGene.uc001pzv.1.1.inc",-684.416,-684.416,-684.416,-684.416,0,1,1
"knownGene.uc001qad.1.1",-2449.215,-2449.05,-2448.808,-2448.808,0.814000000000306,0.183470142931783,1
"knownGene.uc001qak.1.1",-2940.771,-2940.772,-2940.772,-2940.772,0,1,1
"knownGene.uc001qay.1.1",-2060.695,-2060.695,-2060.695,-2060.695,0,1,1
"knownGene.uc001qbh.1.1.inc",-4320.712,-4320.712,-4320.712,-4320.712,0,1,1
"knownGene.uc001qbp.1.1",-904.708,-904.708,-904.708,-904.708,0,1,1
"knownGene.uc001qcb.1.1.inc",-1198.665,-1198.665,-1198.665,-1198.665,0,1,1
"knownGene.uc001qdg.1.1",-2129.076,-2129.076,-2129.076,-2129.076,0,1,1
"knownGene.uc001qfb.1.1.inc",-1452.521,-1452.521,-1452.521,-1452.521,0,1,1
"knownGene.uc001qfr.1.1",-3546.902,-3546.902,-3546.968,-3546.968,0,1,1
"knownGene.uc001qga.1.1.inc",-2794.548,-2794.548,-2794.562,-2794.768,0,1,1
"knownGene.uc001qgf.1.1",-2575.581,-2575.581,-2575.581,-2575.581,0,1,1
"knownGene.uc001qgy.1.1.inc",-2926.519,-2926.519,-2926.519,-2926.519,0,1,1
"knownGene.uc001qhy.1.1.inc",-1129.367,-1129.367,-1129.367,-1135.57,0,1,1
"knownGene.uc001qin.1.1.inc",-2222.444,-2222.444,-2222.444,-2222.444,0,1,1
"knownGene.uc001qiq.1.1",-2657.599,-2657.596,-2657.596,-2657.596,0.00600000000031287,0.469128937981615,1
"knownGene.uc001qjs.1.1.inc",-940.677,-940.677,-940.677,-940.677,0,1,1
"knownGene.uc001qky.1.1",-3460.032,-3456.744,-3456.744,-3456.744,6.57600000000002,0.00516814571422734,0.276608214491791
"knownGene.uc001qla.1.1.inc",-862.687,-863.03,-863.03,-863.03,0,1,1
"knownGene.uc001qli.1.1",-825.357,-825.357,-825.374,-825.374,0,1,1
"knownGene.uc001qmy.1.1",-4348.084,-4347.952,-4347.952,-4347.952,0.263999999999214,0.303692661493968,1
"knownGene.uc001qnk.1.1",-1771.698,-1771.698,-1771.699,-1771.699,0,1,1
"knownGene.uc001qnm.1.1.inc",-4958.847,-4958.471,-4958.471,-4958.471,0.752000000000407,0.192921878385182,1
"knownGene.uc001qns.1.1.inc",-2820.617,-2820.618,-2820.617,-2820.617,0,1,1
"knownGene.uc001qoe.1.1",-1050.457,-1050.457,-1050.457,-1050.457,0,1,1
"knownGene.uc001qpb.1.1",-1329.595,-1329.595,-1329.595,-1329.595,0,1,1
"knownGene.uc001qpw.1.1",-1318.759,-1318.759,-1318.759,-1318.759,0,1,1
"knownGene.uc001qri.1.1",-5178.449,-5178.449,-5178.449,-5178.449,0,1,1
"knownGene.uc001qst.1.1.inc",-2810.975,-2810.975,-2810.975,-2810.975,0,1,1
"knownGene.uc001qsw.1.1.inc",-3274.502,-3274.502,-3274.502,-3274.502,0,1,1
"knownGene.uc001qus.1.1",-1274.051,-1274.051,-1274.051,-1274.051,0,1,1
"knownGene.uc001qvc.1.1.inc",-2179.55,-2179.542,-2179.542,-2179.549,0.0160000000005311,0.449671594279852,1
"knownGene.uc001qwq.1.1.inc",-2159.198,-2157.112,-2157.112,-2157.112,4.17199999999957,0.0205486298771832,0.480606829841404
"knownGene.uc001rbc.1.1.inc",-2172.842,-2169.058,-2169.058,-2169.058,7.56800000000021,0.00297068381449447,0.224489794621477
"knownGene.uc001rcb.1.1",-1042.613,-1043.756,-1043.756,-1043.756,0,1,1
"knownGene.uc001rdj.1.1",-846.925,-846.925,-846.925,-846.925,0,1,1
"knownGene.uc001rdr.1.1",-1513.884,-1513.884,-1513.884,-1513.884,0,1,1
"knownGene.uc001rfk.1.1.inc",-809.14,-809.14,-809.14,-809.14,0,1,1
"knownGene.uc001rfr.1.1.inc",-5436.143,-5436.143,-5436.143,-5436.143,0,1,1
"knownGene.uc001rgc.1.1",-3335.926,-3335.926,-3335.926,-3335.926,0,1,1
"knownGene.uc001rgy.1.1",-2896.76,-2896.76,-2896.76,-2896.76,0,1,1
"knownGene.uc001rhh.1.1.inc",-768.306,-768.306,-768.306,-768.306,0,1,1
"knownGene.uc001rif.1.1.inc",-2807.751,-2807.751,-2807.751,-2807.751,0,1,1
"knownGene.uc001rii.1.1.inc",-1197.95,-1196.083,-1196.083,-1196.083,3.73399999999992,0.0266577858265641,0.53831292773523
"knownGene.uc001rio.1.1",-2746.229,-2746.72,-2746.72,-2746.72,0,1,1
"knownGene.uc001rjn.1.1",-1905.371,-1905.373,-1918.393,-1918.395,0,1,1
"knownGene.uc001rkk.1.1.inc",-2471.97,-2473.56,-2482.834,-2482.836,0,1,1
"knownGene.uc001rkp.1.1",-1786.432,-1786.487,-1794.445,-1794.445,0,1,1
"knownGene.uc001rkw.1.1.inc",-671.263,-671.608,-673.748,-673.748,0,1,1
"knownGene.uc001rkx.1.1",-2052.638,-2052.547,-2054.239,-2052.547,0.181999999999789,0.334830038154361,1
"knownGene.uc001rlg.1.1",-4384.996,-4384.995,-4385.146,-4384.995,0.00200000000040745,0.482164704133345,1
"knownGene.uc001rlz.1.1",-11315.309,-11315.309,-11352.781,-11315.309,0,1,1
"knownGene.uc001rmh.1.1.inc",-5961.372,-5961.126,-5961.126,-5961.126,0.492000000000189,0.241518252090999,1
"knownGene.uc001rms.1.1.inc",-2308.426,-2308.426,-2308.426,-2308.426,0,1,1
"knownGene.uc001roz.1.1.inc",-492.437,-492.437,-492.437,-492.437,0,1,1
"knownGene.uc001rpu.1.1",-3292.188,-3292.185,-3292.185,-3292.185,0.00600000000031287,0.469128937981615,1
"knownGene.uc001rqk.1.1.inc",-1873.586,-1873.586,-1873.586,-1873.586,0,1,1
"knownGene.uc001rqt.1.1",-1672.167,-1672.167,-1672.167,-1672.167,0,1,1
"knownGene.uc001rro.1.1",-3152.48,-3152.48,-3152.48,-3152.48,0,1,1
"knownGene.uc001rsg.1.1",-1083.307,-1083.307,-1083.307,-1083.307,0,1,1
"knownGene.uc001rth.1.1.inc",-2524.251,-2524.251,-2524.251,-2524.251,0,1,1
"knownGene.uc001rus.1.1",-4683.164,-4683.164,-4683.164,-4683.164,0,1,1
"knownGene.uc001ruu.1.1",-4983.904,-4983.904,-4983.904,-4983.904,0,1,1
"knownGene.uc001rvd.1.1.inc",-5761.458,-5761.458,-5761.458,-5761.458,0,1,1
"knownGene.uc001rvp.1.1",-895.977,-895.863,-895.863,-895.863,0.227999999999838,0.31650539001273,1
"knownGene.uc001rvx.1.1",-2636.088,-2636.088,-2636.088,-2636.088,0,1,1
"knownGene.uc001rwu.1.1.inc",-1888.719,-1888.719,-1888.719,-1888.719,0,1,1
"knownGene.uc001rxk.1.1",-4292.003,-4291.135,-4291.135,-4291.135,1.73599999999897,0.093823226157915,0.876108693259332
"knownGene.uc001ryp.1.1.inc",-1789.657,-1789.657,-1789.657,-1789.657,0,1,1
"knownGene.uc001sbq.1.1",-6086.849,-6086.614,-6086.614,-6086.614,0.470000000001164,0.246493584272404,1
"knownGene.uc001sdn.1.1.inc",-4563.838,-4564.71,-4563.838,-4563.838,0,1,1
"knownGene.uc001sek.1.1",-1716.178,-1716.178,-1716.178,-1716.178,0,1,1
"knownGene.uc001sgp.1.1",-2377.725,-2377.725,-2377.725,-2377.725,0,1,1
"knownGene.uc001shu.1.1",-6251.26,-6251.183,-6251.183,-6251.183,0.154000000000451,0.34737087578828,1
"knownGene.uc001sio.1.1",-3188.483,-3187.97,-3187.97,-3187.97,1.02600000000075,0.155550003880009,1
