"","transcriptid","loglikelihoodratio","lnlNull","muNull","p0Null","p1Null","lnlAlt","muAlt","omega0Alt","omega2Alt","p0Alt","p1Alt","p2Alt","pval","isfdrsignificant"
"knownGene.uc001fsq.1.1","knownGene.uc001fsq.1.1",1.328587,-2571.130066,9.536989,0.874061,0.125939,-2569.801479,9.482713,0.06394648,9.540199,0.8669963,0.119814,-1,0.0515418674551428,0
"knownGene.uc001fss.1.1","knownGene.uc001fss.1.1",0.002728,-2590.5488,10.26167,0.871751,0.128249,-2590.546073,10.27731,0.05739419,1,0.873737,0.1262526,-1,0.470559005792632,0
"knownGene.uc001fsx.1.1.inc","knownGene.uc001fsx.1.1.inc",0.002092,-1964.489099,10.05604,0.916857,0.083143,-1964.487008,10.05164,0.05181963,1.653078,0.904526,0.08189506,-1,0.474212862249408,0
"knownGene.uc001fsy.1.1","knownGene.uc001fsy.1.1",0,-2481.578421,9.236701,0.900159,0.0998409,-2481.578421,9.236701,0.05843024,1,0.7896313,0.08758174,-1,1,0
"knownGene.uc001fup.1.1","knownGene.uc001fup.1.1",0.000173,-2662.130496,7.684963,0.814535,0.185465,-2662.130323,7.69115,0.1193807,1,0.8160001,0.1839863,-1,0.492579672534756,0
"knownGene.uc001fvp.1.1.inc","knownGene.uc001fvp.1.1.inc",0,-1402.035164,7.168599,1,2.12047e-11,-1402.035164,7.168599,0.05741538,1,0.9999979,2.120462e-11,-1,1,0
"knownGene.uc001fwi.1.1","knownGene.uc001fwi.1.1",0,-1921.203466,10.38396,0.481853,0.518147,-1921.203466,10.38396,0.1573959,1,0.4818475,0.5181409,-1,1,0
"knownGene.uc001fwm.1.1.inc","knownGene.uc001fwm.1.1.inc",0,-1233.454381,12.08536,0.816027,0.183973,-1233.454381,12.08536,0.2440364,1,0.3151894,0.07105941,-1,1,0
"knownGene.uc001fws.1.1","knownGene.uc001fws.1.1",0.437875,-2552.24013,9.830156,0.192025,0.807975,-2551.802255,9.661857,0.03892921,15.5318,0.1891685,0.7904791,-1,0.174684184211644,0
"knownGene.uc001fyn.1.1","knownGene.uc001fyn.1.1",0,-1506.596423,9.399357,0.832809,0.167191,-1506.596423,9.399218,0.0624207,1,0.8328019,0.1671899,-1,1,0
"knownGene.uc001fyo.1.1","knownGene.uc001fyo.1.1",0.021221,-1103.934887,7.503998,0.955825,0.0441747,-1103.913667,7.536141,0.002514406,1,0.9157803,0.03773247,-1,0.418389767997701,0
"knownGene.uc001fyy.1.1","knownGene.uc001fyy.1.1",0.004902,-587.393711,6.571151,0.811047,0.188953,-587.388808,6.617659,0.005126219,1,0.8188427,0.1805183,-1,0.460563120486297,0
"knownGene.uc001gbg.1.1.inc","knownGene.uc001gbg.1.1.inc",0,-1854.759982,9.067231,0.412505,0.587495,-1854.759982,9.067229,0.08114533,1,0.4125001,0.5874888,-1,1,0
"knownGene.uc001gca.1.1","knownGene.uc001gca.1.1",0,-667.322705,7.754888,0.63298,0.36702,-667.322705,7.754888,0.07373932,1,0.6329764,0.367018,-1,1,0
"knownGene.uc001gdv.1.1","knownGene.uc001gdv.1.1",0.000272,-1332.868881,10.89483,0.978514,0.0214856,-1332.868609,10.89685,0.02089595,1,0.9787295,0.0212627,-1,0.490695990587805,0
"knownGene.uc001gef.1.1","knownGene.uc001gef.1.1",0,-4817.151708,5.553607,0.962221,0.0377793,-4817.151708,5.553607,0.05691219,1,0.9622145,0.03777905,-1,1,0
"knownGene.uc001gfv.1.1.inc","knownGene.uc001gfv.1.1.inc",0,-1630.000118,11.54429,0.928019,0.0719812,-1630.000118,11.54429,0.03768512,1,0.888681,0.06892995,-1,1,0
"knownGene.uc001gga.1.1.inc","knownGene.uc001gga.1.1.inc",0,-3364.481451,9.463797,0.745042,0.254958,-3364.481451,9.463797,0.05240851,1,0.6389382,0.2186487,-1,1,0
"knownGene.uc001ggo.1.1","knownGene.uc001ggo.1.1",1.3e-05,-1258.716858,6.061221,0.512817,0.487183,-1258.716845,6.061198,1e-05,1,0.5128119,0.4871875,-1,0.497965794342331,0
"knownGene.uc001ghr.1.1.inc","knownGene.uc001ghr.1.1.inc",0.447825,-3407.669202,7.966525,0.89132,0.10868,-3407.221377,7.948582,0.04053995,5.964454,0.8819125,0.1056091,-1,0.17197539505988,0
"knownGene.uc001gid.1.1.inc","knownGene.uc001gid.1.1.inc",0,-2837.754745,9.361859,1,4.48856e-11,-2837.754745,9.361859,0.01118774,1,0.9999955,4.488544e-11,-1,1,0
"knownGene.uc001giv.1.1.inc","knownGene.uc001giv.1.1.inc",5.597999,-1150.998906,8.859827,0.5396,0.4604,-1145.400907,7.965361,0.4396334,166.1228,0.5357819,0.412937,-1,0.000409869683864629,0
"knownGene.uc001gjr.1.1","knownGene.uc001gjr.1.1",0,-3186.871066,7.321976,0.95044,0.0495595,-3186.871066,7.321976,0.02479476,1,0.9504343,0.04955917,-1,1,0
"knownGene.uc001gkn.1.1","knownGene.uc001gkn.1.1",0,-819.987167,8.246325,0.887422,0.112578,-819.987167,8.246316,0.1602701,1,0.8854347,0.1123277,-1,1,0
"knownGene.uc001gkq.1.1.inc","knownGene.uc001gkq.1.1.inc",1.745696,-1028.701564,10.72031,1,3.40937e-07,-1026.955868,10.52715,0.07823153,15.14237,0.9886381,1.136178e-07,-1,0.0308443465693711,0
"knownGene.uc001gll.1.1.inc","knownGene.uc001gll.1.1.inc",0.972918,-4232.865831,10.3501,0.81154,0.18846,-4231.892914,10.32368,0.114832,868.9142,0.8122316,0.1852897,-1,0.0815181344616212,0
"knownGene.uc001glw.1.1.inc","knownGene.uc001glw.1.1.inc",0,-1611.744834,7.480812,0.404333,0.595667,-1611.744834,7.480812,0.006492316,1,0.4043305,0.5956642,-1,1,0
"knownGene.uc001gme.1.1","knownGene.uc001gme.1.1",0.000136,-1613.856754,9.726331,0.758833,0.241167,-1613.856617,9.722332,0.1097274,1,0.7582867,0.2417083,-1,0.493420773617135,0
"knownGene.uc001gom.1.1.inc","knownGene.uc001gom.1.1.inc",0.018892,-2397.970546,9.549713,0.748134,0.251866,-2397.951654,9.602794,0.1472536,1,0.7574777,0.2425196,-1,0.422938755967841,0
"knownGene.uc001gox.1.1.inc","knownGene.uc001gox.1.1.inc",0,-5386.226806,8.197996,0.965024,0.0349763,-5386.226806,8.197996,0.02377614,1,0.954891,0.03460903,-1,1,0
"knownGene.uc001grb.1.1.inc","knownGene.uc001grb.1.1.inc",1.5e-05,-2347.329824,7.971795,0.90844,0.0915598,-2347.32981,7.972074,0.06671095,1,0.908467,0.0915249,-1,0.497814914064251,0
"knownGene.uc001grf.1.1","knownGene.uc001grf.1.1",0.011108,-5064.620875,7.647925,0.938421,0.061579,-5064.609767,7.66491,0.09673712,1,0.941225,0.05875602,-1,0.440756960599221,0
"knownGene.uc001gsi.1.1","knownGene.uc001gsi.1.1",0,-1510.637528,8.330672,0.857171,0.142829,-1510.637528,8.330672,0.06248295,1,0.7949516,0.1324613,-1,1,0
"knownGene.uc001gss.1.1.inc","knownGene.uc001gss.1.1.inc",0,-1069.609072,12.19919,1,3.00582e-11,-1069.609072,12.19919,0.05113626,1,0.999997,3.005815e-11,-1,1,0
"knownGene.uc001gth.1.1.inc","knownGene.uc001gth.1.1.inc",0,-2796.176377,8.461886,0.950109,0.0498911,-2796.176377,8.461886,0.008778127,1,0.9308411,0.04887934,-1,1,0
"knownGene.uc001gub.1.1.inc","knownGene.uc001gub.1.1.inc",0,-6591.470867,9.550265,0.730527,0.269473,-6591.470867,9.550265,0.1457356,1,0.7305161,0.2694686,-1,1,0
"knownGene.uc001gvz.1.1.inc","knownGene.uc001gvz.1.1.inc",0.01028,-959.93907,8.325019,1,1.51869e-08,-959.92879,8.324502,0.02123683,5.025316,0.9984785,1.521441e-08,-1,0.442992043052496,0
"knownGene.uc001gwk.1.1.inc","knownGene.uc001gwk.1.1.inc",0.04771,-619.720032,8.149652,0.999999,7.80238e-07,-619.672323,8.120221,0.006138776,1.842081,0.9484947,5.150482e-07,-1,0.378698312031751,0
"knownGene.uc001gwy.1.1.inc","knownGene.uc001gwy.1.1.inc",0,-2989.427456,6.062373,0.952261,0.0477392,-2989.427456,6.062373,0.03615064,1,0.9522558,0.04773899,-1,1,0
"knownGene.uc001hat.1.1","knownGene.uc001hat.1.1",0,-936.110452,7.84027,0.932836,0.0671644,-936.110452,7.840269,0.04301726,1,0.8755858,0.06304231,-1,1,0
"knownGene.uc001hax.1.1","knownGene.uc001hax.1.1",0,-4994.781267,8.031234,0.919273,0.0807272,-4994.781267,8.031234,0.05693363,1,0.9192538,0.08072549,-1,1,0
"knownGene.uc001hbb.1.1","knownGene.uc001hbb.1.1",0.538205,-2653.033,8.125058,0.881828,0.118172,-2652.494795,8.13762,0.1079808,13.21394,0.8861644,0.1089436,-1,0.14975102695199,0
"knownGene.uc001hbj.1.1","knownGene.uc001hbj.1.1",0,-7975.214888,7.630098,0.972753,0.027247,-7975.214888,7.630098,0.02235568,1,0.9727463,0.02724677,-1,1,0
"knownGene.uc001hby.1.1.inc","knownGene.uc001hby.1.1.inc",0.000267,-936.749036,10.25202,1,9.64745e-11,-936.748769,10.25206,0.01476343,1,0.999999,9.99999e-12,-1,0.490781886662652,0
"knownGene.uc001hdy.1.1.inc","knownGene.uc001hdy.1.1.inc",0,-4686.115435,6.764125,0.999577,0.000423346,-4686.115435,6.764125,0.02493302,1,0.9995756,0.0004233459,-1,1,0
"knownGene.uc001heg.1.1.inc","knownGene.uc001heg.1.1.inc",0,-790.727979,8.246952,0.9844,0.0156004,-790.727979,8.246952,0.01645659,1,0.9744941,0.01544342,-1,1,0
"knownGene.uc001hfc.1.1.inc","knownGene.uc001hfc.1.1.inc",2.2e-05,-3419.432941,10.04508,0.30183,0.69817,-3419.432919,10.04481,0.1092948,1.013547,0.2773791,0.6412632,-1,0.497353735691752,0
"knownGene.uc001hff.1.1.inc","knownGene.uc001hff.1.1.inc",0,-1615.651847,7.337509,0.919769,0.0802309,-1615.651847,7.337509,0.02518507,1,0.8660087,0.07554138,-1,1,0
"knownGene.uc001hia.1.1","knownGene.uc001hia.1.1",0,-1331.152193,6.279483,0.723997,0.276003,-1331.152193,6.279483,0.03566354,1,0.723993,0.2760019,-1,1,0
"knownGene.uc001hix.1.1.inc","knownGene.uc001hix.1.1.inc",3.670836,-4639.835621,11.25583,0.998384,0.00161602,-4636.164785,11.20304,0.04059505,353.8924,0.9979227,0.0003374576,-1,0.00336870722874148,0
"knownGene.uc001hjy.1.1","knownGene.uc001hjy.1.1",1e-06,-2093.254187,6.250405,0.986408,0.0135919,-2093.254186,6.249601,0.01669705,1,0.9863858,0.01359157,-1,0.499435810604515,0
"knownGene.uc001hln.1.1","knownGene.uc001hln.1.1",0,-2760.209893,7.96114,0.996699,0.00330079,-2760.209893,7.96114,0.03725693,1,0.9966954,0.003300773,-1,1,0
"knownGene.uc001hmh.1.1.inc","knownGene.uc001hmh.1.1.inc",0,-1864.922726,10.42037,0.922449,0.0775515,-1864.922726,10.42037,0.07762841,1,0.9224293,0.07754985,-1,1,0
"knownGene.uc001hmo.1.1","knownGene.uc001hmo.1.1",0,-4400.741417,10.89324,0.976816,0.0231838,-4400.741417,10.89324,0.03559797,1,0.9768088,0.02318365,-1,1,0
"knownGene.uc001hra.1.1","knownGene.uc001hra.1.1",0.116897,-2159.148446,12.24924,0.802322,0.197678,-2159.031549,12.22152,0.1715502,19.96096,0.802128,0.190274,-1,0.314362396861158,0
"knownGene.uc001hrp.1.1.inc","knownGene.uc001hrp.1.1.inc",0,-2045.49285,10.84283,0.981505,0.0184949,-2045.49285,10.84283,0.007338233,1,0.949674,0.01789506,-1,1,0
"knownGene.uc001hsi.1.1.inc","knownGene.uc001hsi.1.1.inc",1.989527,-1340.829233,10.37127,0.929257,0.0707434,-1338.839705,10.1788,0.03472517,100.9855,0.9201083,0.07091433,-1,0.0230347150038267,0
"knownGene.uc001hum.1.1.inc","knownGene.uc001hum.1.1.inc",0.001261,-2229.004617,9.595943,0.67352,0.32648,-2229.003356,9.594627,0.1342312,1.279547,0.6672171,0.3232305,-1,0.479973728984201,0
"knownGene.uc001hut.1.1.inc","knownGene.uc001hut.1.1.inc",0,-1212.803448,9.341506,0.923812,0.0761878,-1212.803448,9.341506,0.04763031,1,0.8868858,0.07314248,-1,1,0
"knownGene.uc001hvf.1.1.inc","knownGene.uc001hvf.1.1.inc",0.000935,-4755.210271,12.96906,0.967912,0.0320884,-4755.209336,12.97562,0.05344992,1,0.9685145,0.03148394,-1,0.48275371610479,0
"knownGene.uc001hvk.1.1.inc","knownGene.uc001hvk.1.1.inc",0.122704,-4808.338817,12.80843,0.96131,0.0386903,-4808.216113,12.79321,0.04619115,1.847544,0.9445587,0.03771089,-1,0.310163584359132,0
"knownGene.uc001hwa.1.1","knownGene.uc001hwa.1.1",0.004286,-2642.753492,5.682866,0.932395,0.0676054,-2642.749206,5.670732,0.05091229,1,0.9295615,0.07043166,-1,0.463116592279933,0
"knownGene.uc001hwb.1.1","knownGene.uc001hwb.1.1",1.429786,-586.099617,14.47935,0.869539,0.130461,-584.669831,13.61383,0.05957256,13.36606,0.8471033,0.1091484,-1,0.0454158318998138,0
"knownGene.uc001hxn.1.1.inc","knownGene.uc001hxn.1.1.inc",0,-405.710566,5.387357,1,1e-11,-405.710566,5.387357,0.1175895,1,0.999999,9.99999e-12,-1,1,0
"knownGene.uc001hxr.1.1","knownGene.uc001hxr.1.1",0.004864,-936.159085,8.178453,0.974577,0.0254226,-936.154221,8.173566,0.02693016,1.923543,0.9339023,0.02432882,-1,0.460715777045647,0
"knownGene.uc001hye.1.1","knownGene.uc001hye.1.1",0,-834.805388,8.491493,0.92805,0.0719504,-834.805388,8.491493,0.0143469,1,0.9280441,0.07194997,-1,1,0
"knownGene.uc001hyh.1.1","knownGene.uc001hyh.1.1",0.330164,-3547.26807,9.820518,0.993249,0.00675083,-3546.937905,9.795382,0.002801387,386.1569,0.9922525,0.006593808,-1,0.208222085415957,0
"knownGene.uc001hzn.1.1","knownGene.uc001hzn.1.1",0,-3522.233685,8.36386,0.967993,0.0320067,-3522.233685,8.36386,0.03871799,1,0.9679896,0.03200658,-1,1,0
"knownGene.uc001hzv.1.1","knownGene.uc001hzv.1.1",0.03841,-6274.503215,9.5397,0.924708,0.0752922,-6274.464805,9.536188,0.04677031,1.988203,0.9025592,0.07273768,-1,0.390827009384313,0
"knownGene.uc001hzx.1.1","knownGene.uc001hzx.1.1",0,-3674.900509,8.570116,0.842284,0.157716,-3674.900509,8.570116,0.1292356,1,0.7892402,0.1477841,-1,1,0
"knownGene.uc001ibb.1.1","knownGene.uc001ibb.1.1",0,-1963.428992,7.709733,0.97999,0.0200096,-1963.428992,7.709733,0.005757598,1,0.9763054,0.01993432,-1,1,0
"knownGene.uc001ibj.1.1","knownGene.uc001ibj.1.1",0,-1643.107158,9.704084,0.975169,0.0248307,-1643.107158,9.704084,0.03182237,1,0.9751404,0.02482994,-1,1,0
"knownGene.uc001icq.1.1.inc","knownGene.uc001icq.1.1.inc",0,-949.429385,14.03894,0.854648,0.145352,-949.429385,14.03894,0.1789721,1,0.8546399,0.1453501,-1,1,0
"knownGene.uc001icy.1.1","knownGene.uc001icy.1.1",0,-2523.148377,9.935331,0.919506,0.080494,-2523.148377,9.935333,0.04975435,1,0.8776386,0.07682886,-1,1,0
"knownGene.uc001idq.1.1.inc","knownGene.uc001idq.1.1.inc",0.769588,-1875.995929,9.275284,0.906882,0.0931178,-1875.226342,9.209241,0.0478793,8.827634,0.9047283,0.08432239,-1,0.107370248791649,0
"knownGene.uc001iez.1.1.inc","knownGene.uc001iez.1.1.inc",0,-1319.787919,9.742369,0.982152,0.0178476,-1319.787919,9.742369,0.04994386,1,0.9060025,0.01646378,-1,1,0
"knownGene.uc001ige.1.1.inc","knownGene.uc001ige.1.1.inc",0.00026,-1283.709155,12.93297,0.990202,0.00979782,-1283.708895,12.93508,0.02148523,1,0.990352,0.00962389,-1,0.490903504686824,0
"knownGene.uc001ija.1.1.inc","knownGene.uc001ija.1.1.inc",0.585941,-916.230755,13.37781,0.436253,0.563747,-915.644814,12.85525,0.1335422,633.0673,0.4304334,0.5376254,-1,0.139507438701251,0
"knownGene.uc001ily.1.1","knownGene.uc001ily.1.1",1.850491,-4873.580537,10.53838,0.849233,0.150767,-4871.730046,10.48279,0.07881155,6.342546,0.8385902,0.1424347,-1,0.0271902269761293,0
"knownGene.uc001imn.1.1","knownGene.uc001imn.1.1",0,-737.763114,5.234029,0.952921,0.0470788,-737.763114,5.234029,0.03018715,1,0.8592853,0.0424527,-1,1,0
"knownGene.uc001ind.1.1","knownGene.uc001ind.1.1",0,-2714.524075,6.033717,0.721192,0.278808,-2714.524075,6.033719,0.05310712,1,0.7211868,0.2788065,-1,1,0
"knownGene.uc001ipp.1.1","knownGene.uc001ipp.1.1",0,-5402.514276,9.47056,0.721956,0.278044,-5402.514276,9.470991,0.09848328,1,0.7219541,0.2780434,-1,1,0
"knownGene.uc001ira.1.1","knownGene.uc001ira.1.1",0,-3762.772532,9.601235,0.986229,0.0137709,-3762.772532,9.601228,0.08392703,1,0.9853799,0.01375952,-1,1,0
"knownGene.uc001irn.1.1.inc","knownGene.uc001irn.1.1.inc",0,-597.622742,16.97574,0.997828,0.00217228,-597.622742,16.97574,0.05768952,1,0.9978074,0.002172231,-1,1,0
"knownGene.uc001isc.1.1.inc","knownGene.uc001isc.1.1.inc",0,-5156.185682,12.10156,0.865258,0.134742,-5156.185682,12.10156,0.06767339,1,0.8480449,0.132061,-1,1,0
"knownGene.uc001isk.1.1.inc","knownGene.uc001isk.1.1.inc",0.837853,-3842.172307,10.16076,0.868263,0.131737,-3841.334454,10.12999,0.09319025,4.885437,0.8539006,0.1248069,-1,0.097748001286118,0
"knownGene.uc001ism.1.1.inc","knownGene.uc001ism.1.1.inc",0,-1396.632313,9.785923,0.99482,0.00517977,-1396.632313,9.785923,0.05903437,1,0.9948018,0.005179673,-1,1,0
"knownGene.uc001iuy.1.1","knownGene.uc001iuy.1.1",0.149324,-1007.80683,12.67316,0.686337,0.313664,-1007.657506,12.70301,0.2389169,5.683696,0.6849766,0.2798965,-1,0.292365623652152,0
"knownGene.uc001ivr.1.1","knownGene.uc001ivr.1.1",0,-6445.738842,8.006582,0.902454,0.0975459,-6445.738842,8.006582,0.07967217,1,0.902443,0.09754475,-1,1,0
"knownGene.uc001ixo.1.1","knownGene.uc001ixo.1.1",0,-5000.173176,10.71947,0.970158,0.0298418,-5000.173176,10.71947,0.06189158,1,0.9701348,0.02984104,-1,1,0
"knownGene.uc001izf.1.1.inc","knownGene.uc001izf.1.1.inc",0,-2632.277099,9.402942,0.786194,0.213805,-2632.277099,9.402942,0.06088584,1,0.7861909,0.2138045,-1,1,0
"knownGene.uc001jao.1.1","knownGene.uc001jao.1.1",0,-3261.100352,8.551215,0.99756,0.00244029,-3261.100352,8.551215,0.04664142,1,0.9971812,0.002439362,-1,1,0
"knownGene.uc001jbn.1.1","knownGene.uc001jbn.1.1",0,-2162.432085,8.330051,0.899698,0.100302,-2162.432085,8.330052,0.07778336,1,0.8973844,0.1000446,-1,1,0
"knownGene.uc001jcl.1.1","knownGene.uc001jcl.1.1",0,-1955.029858,8.499658,0.87954,0.12046,-1955.029858,8.499655,0.1433754,1,0.5967826,0.08173358,-1,1,0
"knownGene.uc001jeb.1.1","knownGene.uc001jeb.1.1",0.001678,-2490.100318,10.07151,0.880319,0.119681,-2490.09864,10.09599,0.103775,1,0.8824969,0.1174914,-1,0.476901797690873,0
"knownGene.uc001jgy.1.1.inc","knownGene.uc001jgy.1.1.inc",0.001413,-4287.448664,9.296354,0.904241,0.0957589,-4287.447251,9.290896,0.1022887,6.248715,0.9033028,0.09669608,-1,0.478802158994135,0
"knownGene.uc001jig.1.1.inc","knownGene.uc001jig.1.1.inc",0,-2589.525145,6.376878,0.969914,0.0300865,-2589.525145,6.376879,0.02349428,1,0.8929966,0.02770049,-1,1,0
"knownGene.uc001jjk.1.1","knownGene.uc001jjk.1.1",0,-770.521125,6.216012,0.913674,0.0863263,-770.521125,6.216012,0.03712965,1,0.9136633,0.0863253,-1,1,0
"knownGene.uc001jjv.1.1","knownGene.uc001jjv.1.1",0,-6344.952663,12.72303,0.893553,0.106447,-6344.952663,12.72303,0.02663348,1,0.8683123,0.1034402,-1,1,0
"knownGene.uc001jlc.1.1.inc","knownGene.uc001jlc.1.1.inc",0,-2902.879705,9.535184,0.993763,0.00623716,-2902.879705,9.535185,0.01205604,1,0.9758709,0.00612489,-1,1,0
"knownGene.uc001jlu.1.1.inc","knownGene.uc001jlu.1.1.inc",0.01308,-1152.167569,8.072076,0.922355,0.0776451,-1152.154489,8.026739,0.01749991,1,0.9157994,0.08418864,-1,0.435755092039736,0
"knownGene.uc001jlv.1.1","knownGene.uc001jlv.1.1",0,-2378.565474,12.3166,0.815014,0.184986,-2378.565474,12.3166,0.1670908,1,0.8150104,0.1849849,-1,1,0
"knownGene.uc001jmx.1.1.inc","knownGene.uc001jmx.1.1.inc",4e-05,-2995.648367,9.354578,0.953204,0.0467963,-2995.648327,9.353673,0.07235264,1,0.9530306,0.04694918,-1,0.496431799343767,0
"knownGene.uc001jne.1.1","knownGene.uc001jne.1.1",0.000966,-2996.780715,7.34325,0.866303,0.133697,-2996.779748,7.354042,0.0552786,1,0.8678922,0.1321032,-1,0.482470327514848,0
"knownGene.uc001jnl.1.1.inc","knownGene.uc001jnl.1.1.inc",0,-3901.369872,10.55729,0.914152,0.0858479,-3901.369872,10.55729,0.05420407,1,0.9141463,0.08584739,-1,1,0
"knownGene.uc001jom.1.1.inc","knownGene.uc001jom.1.1.inc",0,-2964.938302,6.122959,0.994767,0.00523306,-2964.938302,6.122612,0.02451836,1,0.9947621,0.005233037,-1,1,0
"knownGene.uc001jpn.1.1.inc","knownGene.uc001jpn.1.1.inc",0,-2205.158563,8.117262,0.953852,0.0461477,-2205.158563,8.117262,0.05962747,1,0.9538434,0.04614731,-1,1,0
"knownGene.uc001jqk.1.1.inc","knownGene.uc001jqk.1.1.inc",0,-1837.337104,5.949845,0.858772,0.141228,-1837.337104,5.949845,0.06023179,1,0.7241551,0.1190901,-1,1,0
"knownGene.uc001jre.1.1","knownGene.uc001jre.1.1",3.7e-05,-1195.121734,18.03538,0.959722,0.0402781,-1195.121698,18.03303,0.03903827,1.012082,0.9178984,0.03852928,-1,0.49656821106666,0
"knownGene.uc001jru.1.1.inc","knownGene.uc001jru.1.1.inc",0,-2178.997828,12.13268,0.846342,0.153658,-2178.997828,12.13268,0.07465931,1,0.7543845,0.1369628,-1,1,0
"knownGene.uc001jsg.1.1","knownGene.uc001jsg.1.1",0,-7491.349171,9.064498,0.988949,0.0110507,-7491.349171,9.064498,0.02548684,1,0.9889482,0.01105073,-1,1,0
"knownGene.uc001jtd.1.1.inc","knownGene.uc001jtd.1.1.inc",0,-1545.556747,9.131856,1,6.21252e-11,-1545.556747,9.131856,0.01558299,1,0.9999938,6.212485e-11,-1,1,0
"knownGene.uc001jtq.1.1.inc","knownGene.uc001jtq.1.1.inc",0,-2726.074034,8.179183,0.848997,0.151003,-2726.074034,8.179183,0.1951573,1,0.8489868,0.1510016,-1,1,0
"knownGene.uc001juc.1.1","knownGene.uc001juc.1.1",0,-3206.564513,8.056762,0.778495,0.221505,-3206.564513,8.056762,0.1461205,1,0.684232,0.1946829,-1,1,0
"knownGene.uc001juf.1.1.inc","knownGene.uc001juf.1.1.inc",0,-2005.844752,3.152577,0.994241,0.00575884,-2005.844752,3.152577,1e-05,1,0.9942402,0.005758837,-1,1,0
"knownGene.uc001jut.1.1","knownGene.uc001jut.1.1",1.806217,-7466.198755,7.485963,0.864391,0.135609,-7464.392538,7.477721,0.08427591,19.55245,0.869757,0.1245263,-1,0.0286745638001738,0
"knownGene.uc001jzl.1.1.inc","knownGene.uc001jzl.1.1.inc",0.000939,-5513.734634,8.370958,0.96128,0.03872,-5513.733695,8.375358,0.06780378,1,0.9619628,0.03803315,-1,0.482716888067215,0
"knownGene.uc001kbm.1.1.inc","knownGene.uc001kbm.1.1.inc",2.6e-05,-775.955064,6.372947,0.728283,0.271717,-775.955039,6.375405,0.07521368,1,0.7288828,0.2711131,-1,0.497123211236315,0
"knownGene.uc001kcr.1.1","knownGene.uc001kcr.1.1",0,-2412.29181,5.761501,0.966872,0.033128,-2412.29181,5.761501,0.1254768,1,0.8886104,0.03044654,-1,1,0
"knownGene.uc001kgt.1.1.inc","knownGene.uc001kgt.1.1.inc",0,-7201.894227,7.894508,0.627691,0.372309,-7201.894227,7.894508,0.1177191,1,0.6276854,0.3723054,-1,1,0
"knownGene.uc001khn.1.1","knownGene.uc001khn.1.1",0,-2510.059166,6.699813,0.994626,0.0053738,-2510.059166,6.699813,0.03683581,1,0.9247335,0.004996178,-1,1,0
"knownGene.uc001khs.1.1.inc","knownGene.uc001khs.1.1.inc",0.000696,-3097.06071,7.112198,0.980388,0.0196118,-3097.060015,7.109217,0.0401506,1,0.979852,0.02013055,-1,0.485119108968354,0
"knownGene.uc001khu.1.1.inc","knownGene.uc001khu.1.1.inc",0,-3303.90582,5.726897,0.986986,0.0130136,-3303.90582,5.726897,0.004638734,1,0.9869827,0.01301353,-1,1,0
"knownGene.uc001khz.1.1","knownGene.uc001khz.1.1",0,-2904.043822,8.037124,1,7.52478e-11,-2904.043822,8.037124,0.0291753,1,0.9999925,7.524724e-11,-1,1,0
"knownGene.uc001kjp.1.1","knownGene.uc001kjp.1.1",0.022758,-4757.137724,9.11649,0.910798,0.089202,-4757.114965,9.118191,0.06023672,34.70516,0.9111705,0.0888163,-1,0.415529019600335,0
"knownGene.uc001kkx.1.1.inc","knownGene.uc001kkx.1.1.inc",0.003115,-1560.841455,4.095879,0.555089,0.444911,-1560.83834,4.105121,0.1039315,1,0.5604747,0.4395215,-1,0.468544011747017,0
"knownGene.uc001kld.1.1.inc","knownGene.uc001kld.1.1.inc",0,-3222.041042,10.01722,0.713024,0.286976,-3222.041042,10.01722,0.09744908,1,0.6512049,0.2620947,-1,1,0
"knownGene.uc001kly.1.1.inc","knownGene.uc001kly.1.1.inc",0,-2663.360577,9.331656,0.869037,0.130963,-2663.360577,9.331668,0.1361052,1,0.8121152,0.1223835,-1,1,0
"knownGene.uc001kne.1.1.inc","knownGene.uc001kne.1.1.inc",0.003015,-1821.338761,7.739779,0.85595,0.14405,-1821.335746,7.741451,0.07604315,1.978969,0.8532605,0.1428372,-1,0.469052011175278,0
"knownGene.uc001kpq.1.1","knownGene.uc001kpq.1.1",0,-898.435832,8.906344,0.953329,0.0466707,-898.435832,8.906344,0.0433485,1,0.8788922,0.04302661,-1,1,0
"knownGene.uc001kpx.1.1.inc","knownGene.uc001kpx.1.1.inc",0,-1725.587644,5.058197,1,1.08715e-11,-1725.587644,5.058197,0.03508201,1,0.9999989,1.087152e-11,-1,1,0
"knownGene.uc001kqh.1.1.inc","knownGene.uc001kqh.1.1.inc",0.001168,-8577.061661,10.33433,0.700856,0.299144,-8577.060492,10.32401,0.06425488,1,0.69951,0.3004588,-1,0.48072575273931,0
"knownGene.uc001kqo.1.1","knownGene.uc001kqo.1.1",0,-2139.957305,5.213062,0.888126,0.111874,-2139.957305,5.213062,0.01237357,1,0.8881169,0.1118732,-1,1,0
